student_name,country,university_ranking_band,university_name,specialization,industry,company_name
James S. Gutierrez,India,Top 100,,Data Science,Other,Local Startup
Karen M. Nguyen,UK,300+,,Cybersecurity,Tech,Google
Joseph G. Reyes,Germany,Top 100,,AI/ML,Other,Retail Corp
Sofia R. Hughes,Germany,100-300,,Cybersecurity,Manufacturing,Siemens
Mark C. Reed,Germany,300+,,Data Science,Tech,Microsoft
Thomas R. Morgan,Germany,100-300,,Data Science,Manufacturing,Honda
Wei T. Gonzalez,Canada,Top 100,,Cybersecurity,Other,Non-Profit Org
Jacob I. Wilson,Canada,100-300,,Cloud,Consulting,Accenture
Justin L. Clark,India,100-300,,Data Science,Consulting,Bain & Company
Sandra K. Evans,UK,100-300,,Cloud,Consulting,Capgemini
Frank R. Johnson,UK,300+,,Cloud,Tech,Microsoft
Hiroshi O. Carter,Canada,300+,,Data Science,Healthcare,Johnson & Johnson
Brian J. Long,India,300+,,Cloud,Manufacturing,Caterpillar
Stephanie U. Nelson,USA,100-300,,Cybersecurity,Manufacturing,General Electric
Barbara Z. Taylor,Germany,Top 100,,AI/ML,Tech,Adobe
Cynthia H. Kim,UK,100-300,,Core CS,Healthcare,Medtronic
Margaret L. Garcia,Germany,100-300,,Data Science,Tech,Intel
Justin D. Bennett,UK,300+,,Data Science,Manufacturing,Lockheed Martin
Mary V. Jimenez,USA,100-300,,Data Science,Healthcare,Merck
Carl Q. Evans,UK,100-300,,Cloud,Consulting,Accenture
Hiroshi I. Sanchez,USA,100-300,,Data Science,Other,Global Logistics
Thomas I. Nguyen,UK,300+,,Cybersecurity,Consulting,Accenture
Robert A. Morales,Canada,100-300,,AI/ML,Other,Non-Profit Org
John J. Scott,Germany,Top 100,,Core CS,Consulting,Bain & Company
Gary Y. James,India,Top 100,,Cloud,Finance,General Corp
Susan W. Gomez,India,300+,,AI/ML,Finance,General Corp
Nancy I. Jackson,UK,300+,,Data Science,Consulting,Capgemini
Nancy L. Phillips,India,100-300,,Data Science,Manufacturing,Lockheed Martin
Dennis R. Campbell,Germany,300+,,Data Science,Healthcare,Novartis
Anna W. Gomez,Canada,300+,,Data Science,Manufacturing,General Electric
Larry O. Rivera,Canada,300+,,Core CS,Finance,General Corp
Joseph I. Phillips,USA,300+,,AI/ML,Healthcare,Medtronic
Alice R. Hill,India,Top 100,,Cloud,Other,Local Startup
Greta R. Wilson,Germany,300+,,Core CS,Healthcare,Johnson & Johnson
Emma X. Hill,India,300+,,Cloud,Tech,Salesforce
Gregory E. Cook,Germany,Top 100,,AI/ML,Consulting,KPMG
Eric M. Chavez,USA,Top 100,,Data Science,Manufacturing,Lockheed Martin
Brian A. Morales,India,100-300,,AI/ML,Healthcare,Novartis
Mary E. Gomez,Canada,Top 100,,Data Science,Other,Government Agency
Richard L. Taylor,USA,300+,,Cybersecurity,Other,Educational Institution
Mark Z. Perez,India,300+,,Core CS,Healthcare,Roche
Joseph X. Peterson,Canada,300+,,Core CS,Tech,Apple
Karen T. Adams,Canada,300+,,Cybersecurity,Consulting,EY
Melissa Q. Gray,Germany,300+,,Cybersecurity,Consulting,PwC
Stephen L. Baker,Canada,100-300,,Cloud,Finance,General Corp
Michelle M. Wright,UK,100-300,,Cloud,Manufacturing,Samsung
Sandra R. Chavez,India,300+,,Cloud,Other,Retail Corp
Stephanie A. Myers,India,100-300,,Cloud,Manufacturing,Samsung
Patricia G. Ward,Germany,300+,,Data Science,Tech,Meta
Frank J. James,Canada,300+,,AI/ML,Tech,Meta
Brian O. Alvarez,Germany,100-300,,Core CS,Tech,Salesforce
James S. Flores,UK,100-300,,Data Science,Other,Non-Profit Org
Brenda N. Cox,Germany,300+,,Cloud,Other,Government Agency
Karen Q. Thomas,India,100-300,,AI/ML,Consulting,EY
Nicholas Q. Baker,Germany,100-300,,AI/ML,Healthcare,Sanofi
Helen N. Ruiz,India,100-300,,Cybersecurity,Healthcare,Johnson & Johnson
Barbara A. Brooks,USA,Top 100,,Data Science,Healthcare,Merck
Laura V. Morris,UK,100-300,,Data Science,Manufacturing,Ford
Hans S. Sanders,UK,300+,,Core CS,Healthcare,Merck
Lisa J. Turner,India,Top 100,,Cloud,Manufacturing,Boeing
Mateo M. Moore,USA,100-300,,Cloud,Finance,General Corp
Sandra T. Nelson,Canada,Top 100,,Cloud,Other,Non-Profit Org
David R. Reyes,Germany,100-300,,Data Science,Finance,General Corp
Greta B. Kelly,Canada,Top 100,,Data Science,Healthcare,Pfizer
Kathleen I. Nguyen,USA,300+,,AI/ML,Other,Educational Institution
Anthony F. Ross,UK,300+,,Cloud,Finance,General Corp
Stephen J. Rodriguez,Canada,Top 100,,Cloud,Other,Educational Institution
Thomas N. Lee,USA,100-300,,Cybersecurity,Other,Local Startup
Lisa D. Watson,UK,Top 100,,AI/ML,Tech,Microsoft
Ashley L. Bailey,Canada,Top 100,,Cloud,Other,Non-Profit Org
Michael X. Stewart,UK,100-300,,Core CS,Finance,General Corp
Eric D. Stewart,India,100-300,,Cloud,Tech,Salesforce
Catherine L. Nelson,UK,100-300,,Data Science,Finance,General Corp
Anthony A. Jimenez,UK,100-300,,Cloud,Healthcare,UnitedHealth Group
Patricia I. Murphy,USA,300+,,Core CS,Healthcare,Mayo Clinic
Timothy Y. Flores,USA,300+,,Cybersecurity,Tech,Adobe
Julie H. Cruz,Germany,100-300,,Data Science,Other,Educational Institution
Kevin H. Richardson,USA,300+,,AI/ML,Finance,General Corp
Greta F. Thompson,India,300+,,Cloud,Tech,IBM
Mateo F. Ortiz,India,300+,,Cybersecurity,Tech,Meta
Aaron V. Morales,UK,100-300,,Cybersecurity,Consulting,Oliver Wyman
Jack N. Anderson,USA,100-300,,Core CS,Consulting,Capgemini
Justin L. Jones,Germany,100-300,,Data Science,Other,Standard Bank
Benjamin L. White,USA,100-300,,Data Science,Tech,Salesforce
Sandra F. Green,Germany,100-300,,Cloud,Manufacturing,Ford
Scott Z. Flores,UK,300+,,Data Science,Healthcare,AstraZeneca
Thomas S. Anderson,India,100-300,,Data Science,Healthcare,Roche
Stephen Y. Carter,USA,100-300,,Cloud,Other,Government Agency
Emma S. Ross,USA,Top 100,,Cybersecurity,Other,Government Agency
Benjamin I. Jones,India,300+,,Cybersecurity,Other,Non-Profit Org
Joseph X. Patel,India,300+,,AI/ML,Healthcare,Sanofi
Cynthia A. Reyes,Canada,100-300,,Cloud,Other,Standard Bank
Jerry N. Moore,Canada,Top 100,,Cloud,Other,Educational Institution
Ryan V. Martinez,Canada,300+,,AI/ML,Healthcare,Pfizer
Ryan M. Jimenez,India,100-300,,AI/ML,Consulting,PwC
Gregory H. Turner,Canada,Top 100,,Data Science,Consulting,McKinsey & Company
Catherine S. Wilson,USA,100-300,,Cloud,Tech,IBM
Amy F. Cooper,India,300+,,Core CS,Manufacturing,General Electric
Arjun M. Scott,USA,Top 100,,Cloud,Other,Global Logistics
Timothy M. Harris,India,100-300,,Data Science,Tech,Intel
Betty K. Rogers,UK,100-300,,Cloud,Manufacturing,Siemens
Michelle Q. Moore,USA,300+,,Data Science,Finance,General Corp
Ashley U. Carter,India,Top 100,,Cloud,Manufacturing,Caterpillar
Rebecca G. Morris,Germany,300+,,Data Science,Manufacturing,Samsung
Barbara D. Mitchell,India,Top 100,,AI/ML,Other,Non-Profit Org
Alice D. Alvarez,UK,100-300,,Data Science,Healthcare,Medtronic
Alice F. Sanchez,India,100-300,,Cybersecurity,Manufacturing,BMW
Kevin P. Hughes,UK,Top 100,,Cloud,Other,Educational Institution
Ryan A. Young,Canada,100-300,,Cloud,Manufacturing,Caterpillar
Lisa G. Davis,USA,Top 100,,Cloud,Manufacturing,Siemens
Dorothy R. Miller,UK,300+,,AI/ML,Healthcare,Mayo Clinic
Larry U. Parker,Germany,Top 100,,Cybersecurity,Healthcare,Mayo Clinic
David H. Sanders,USA,100-300,,AI/ML,Tech,Adobe
Donna E. Green,India,100-300,,Core CS,Other,Global Logistics
Julie O. Thompson,India,300+,,Core CS,Consulting,Capgemini
Sandra H. Reyes,UK,300+,,Data Science,Healthcare,UnitedHealth Group
Richard I. Bennett,Germany,300+,,Core CS,Consulting,BCG
Timothy Y. Clark,UK,300+,,Data Science,Other,Educational Institution
Gregory J. Bailey,Germany,300+,,AI/ML,Healthcare,Sanofi
Brandon Q. Sanchez,UK,Top 100,,AI/ML,Other,Government Agency
Charles J. Green,Canada,300+,,Data Science,Tech,Tesla
Tyler E. Bailey,Canada,300+,,Core CS,Manufacturing,Siemens
Lisa B. Campbell,Canada,300+,,Data Science,Finance,General Corp
Stephen N. Young,UK,100-300,,Cloud,Other,Government Agency
Karen E. Wright,USA,100-300,,Cybersecurity,Other,Non-Profit Org
Scott B. Wright,India,100-300,,AI/ML,Healthcare,Medtronic
Gary M. Collins,USA,100-300,,AI/ML,Tech,Apple
Carl N. Richardson,India,Top 100,,Data Science,Finance,General Corp
Carol R. Flores,Germany,300+,,AI/ML,Other,Retail Corp
Samuel J. Nelson,Canada,300+,,Data Science,Other,Global Logistics
Nancy T. Jones,Canada,Top 100,,Core CS,Finance,General Corp
Jacob B. Williams,India,100-300,,Data Science,Manufacturing,BMW
Christopher N. Jones,Canada,300+,,AI/ML,Manufacturing,Siemens
Anna U. Jackson,USA,100-300,,Data Science,Other,Non-Profit Org
Thomas E. Gutierrez,UK,300+,,Data Science,Manufacturing,Honda
Carol J. Phillips,Canada,Top 100,,Cloud,Healthcare,Merck
Greta Y. Ross,Canada,300+,,Core CS,Manufacturing,Boeing
Carol N. Anderson,Germany,300+,,Cloud,Tech,IBM
Carol N. Williams,UK,300+,,Cybersecurity,Manufacturing,Boeing
Kimberly B. Sanchez,India,Top 100,,Data Science,Healthcare,Novartis
Carol J. Smith,UK,100-300,,Cybersecurity,Other,Non-Profit Org
Ryan E. Gonzalez,UK,100-300,,Data Science,Healthcare,Pfizer
Emma P. Thomas,India,300+,,Data Science,Consulting,Oliver Wyman
Sharon O. Howard,UK,300+,,Cybersecurity,Finance,General Corp
Nancy X. Wood,Germany,Top 100,,AI/ML,Other,Non-Profit Org
Thomas S. Lopez,USA,Top 100,,AI/ML,Manufacturing,Boeing
Hiroshi C. Foster,UK,100-300,,AI/ML,Finance,General Corp
Laura T. Miller,USA,Top 100,,Data Science,Healthcare,Pfizer
Shirley J. Martinez,Germany,100-300,,AI/ML,Tech,Salesforce
Mateo Q. Young,Germany,300+,,Data Science,Manufacturing,BMW
Hans Y. Ruiz,UK,100-300,,AI/ML,Finance,General Corp
Aaron Y. White,Canada,300+,,Cloud,Other,Standard Bank
Jonathan U. Nguyen,UK,100-300,,AI/ML,Consulting,EY
Aaron L. Jackson,USA,100-300,,Cloud,Healthcare,Sanofi
Nicholas H. Peterson,Germany,100-300,,Data Science,Other,Educational Institution
Angela O. Ward,USA,300+,,Core CS,Other,Retail Corp
Kevin O. Brooks,USA,100-300,,Data Science,Tech,Microsoft
Justin J. Mendoza,India,Top 100,,Core CS,Other,Educational Institution
Michelle D. Martin,Germany,100-300,,Core CS,Finance,General Corp
Sandra I. Taylor,Germany,300+,,Cloud,Tech,IBM
Mateo L. Peterson,USA,Top 100,,Core CS,Other,Retail Corp
Ananya Q. Reyes,Germany,Top 100,,AI/ML,Healthcare,Novartis
Patrick L. Alvarez,UK,Top 100,,Cybersecurity,Tech,Adobe
Christopher F. Brooks,India,100-300,,Data Science,Tech,NVIDIA
Brian V. Murphy,UK,100-300,,Data Science,Consulting,Capgemini
Ryan V. Chavez,Canada,Top 100,,Cloud,Finance,General Corp
Kevin Y. Martin,Canada,Top 100,,Cybersecurity,Finance,General Corp
Charles K. Harris,USA,100-300,,Core CS,Finance,General Corp
Helen G. Phillips,Canada,100-300,,AI/ML,Finance,General Corp
Gary C. Scott,UK,100-300,,AI/ML,Finance,General Corp
Matthew K. Ward,Canada,100-300,,Cloud,Healthcare,Novartis
Brenda X. Evans,USA,300+,,Data Science,Healthcare,Pfizer
Michael H. Thomas,Germany,100-300,,AI/ML,Consulting,BCG
Helen Y. Martinez,India,300+,,AI/ML,Other,Standard Bank
Matthew R. Parker,USA,300+,,Core CS,Tech,Meta
Nicholas L. King,USA,300+,,Cybersecurity,Healthcare,Sanofi
Thomas K. Cruz,USA,300+,,Cybersecurity,Other,Government Agency
Carl P. Rivera,UK,100-300,,Cybersecurity,Consulting,McKinsey & Company
Betty R. Sanders,Germany,300+,,Cybersecurity,Other,Standard Bank
John Y. Morales,USA,100-300,,Core CS,Healthcare,Mayo Clinic
Nancy O. Kelly,Germany,300+,,Cybersecurity,Consulting,PwC
Brian E. Diaz,USA,100-300,,AI/ML,Other,Local Startup
Stephen D. Thomas,UK,300+,,Cybersecurity,Other,Educational Institution
Dennis G. Flores,USA,100-300,,AI/ML,Other,Retail Corp
Tyler Z. Wilson,Canada,100-300,,Core CS,Finance,General Corp
Jerry E. Taylor,UK,100-300,,Cloud,Tech,Microsoft
Amanda A. Howard,USA,100-300,,Cloud,Manufacturing,Ford
Jack X. Castillo,USA,300+,,Data Science,Healthcare,AstraZeneca
Nicole Z. Ross,USA,Top 100,,Cloud,Tech,NVIDIA
Helen R. Williams,Canada,300+,,Data Science,Manufacturing,Honda
Charles K. Turner,Canada,300+,,AI/ML,Consulting,Accenture
Sandra D. Davis,USA,100-300,,Cybersecurity,Tech,Adobe
Scott S. Cooper,Canada,Top 100,,AI/ML,Other,Standard Bank
Brandon A. Cook,USA,300+,,AI/ML,Healthcare,Medtronic
Hiroshi H. Sanchez,Canada,300+,,AI/ML,Healthcare,Medtronic
Donna A. Sanders,Germany,100-300,,Cloud,Healthcare,Medtronic
Gary E. Walker,USA,300+,,AI/ML,Finance,General Corp
Amanda F. Hall,USA,300+,,Cloud,Healthcare,Merck
Jason L. Chavez,India,100-300,,AI/ML,Healthcare,Johnson & Johnson
Jeffrey O. Hernandez,India,Top 100,,Core CS,Healthcare,Johnson & Johnson
Scott S. Lewis,UK,300+,,Cloud,Healthcare,Medtronic
Eric L. Watson,Germany,100-300,,Data Science,Healthcare,Mayo Clinic
Rebecca K. Evans,Germany,100-300,,Cybersecurity,Other,Global Logistics
Gregory X. White,UK,100-300,,Cybersecurity,Consulting,Accenture
Diane Y. Campbell,India,300+,,Data Science,Healthcare,Pfizer
Thomas C. Morales,UK,300+,,Cloud,Other,Non-Profit Org
Amanda X. Anderson,India,100-300,,Cloud,Other,Retail Corp
Arjun R. Long,USA,300+,,Core CS,Finance,General Corp
Eric J. James,UK,300+,,AI/ML,Other,Educational Institution
Greta O. Patel,Canada,300+,,Core CS,Other,Global Logistics
Tyler T. Sanders,India,300+,,Cybersecurity,Other,Non-Profit Org
Nicole P. Patel,USA,100-300,,Data Science,Healthcare,Johnson & Johnson
Betty V. Morris,Canada,300+,,Core CS,Consulting,PwC
Kimberly N. Thompson,Canada,300+,,Cybersecurity,Finance,General Corp
Jacob B. Campbell,Germany,300+,,Data Science,Consulting,EY
Stephanie G. Moore,India,100-300,,Core CS,Manufacturing,Toyota
Matthew Y. Taylor,USA,100-300,,AI/ML,Tech,Oracle
Matthew C. Allen,India,Top 100,,Cloud,Manufacturing,BMW
Nicholas X. Rogers,USA,300+,,Cloud,Manufacturing,Toyota
Diane V. Green,India,300+,,AI/ML,Finance,General Corp
Justin T. Perez,Canada,100-300,,Data Science,Tech,Tesla
Matthew K. Collins,Germany,Top 100,,Cybersecurity,Tech,Tesla
Gregory W. Morales,UK,300+,,Cybersecurity,Other,Educational Institution
Rebecca M. Harris,India,300+,,Core CS,Manufacturing,Toyota
Carl B. Edwards,Canada,100-300,,Core CS,Other,Retail Corp
Gary R. Campbell,UK,300+,,Data Science,Tech,Meta
Richard G. Diaz,UK,100-300,,Cybersecurity,Manufacturing,Boeing
Jeffrey L. Nguyen,UK,300+,,Cloud,Other,Government Agency
Laura U. Rogers,Canada,100-300,,AI/ML,Tech,Tesla
James U. Hill,USA,100-300,,AI/ML,Consulting,Capgemini
Jerry E. Chavez,UK,300+,,Cybersecurity,Consulting,Deloitte
Jerry J. Lopez,Germany,Top 100,,Cybersecurity,Manufacturing,Boeing
Timothy Y. Thompson,USA,100-300,,AI/ML,Healthcare,Novartis
John A. Gray,Canada,Top 100,,Core CS,Manufacturing,Ford
Matthew Q. Johnson,UK,100-300,,Core CS,Consulting,BCG
Amanda D. James,Canada,300+,,Cloud,Finance,General Corp
Edward A. Rodriguez,Canada,300+,,Cybersecurity,Healthcare,AstraZeneca
Margaret Z. Watson,UK,Top 100,,Cloud,Other,Educational Institution
Jason Y. Hall,Canada,100-300,,Cloud,Tech,Google
Julie J. Patel,Germany,Top 100,,Core CS,Finance,General Corp
Thomas B. Edwards,Germany,300+,,Data Science,Finance,General Corp
John B. Chavez,India,Top 100,,Cybersecurity,Tech,Amazon
Patricia C. Perez,UK,300+,,Cybersecurity,Manufacturing,Caterpillar
Betty D. Foster,UK,Top 100,,Cybersecurity,Consulting,Deloitte
Nicole K. Williams,UK,100-300,,Cloud,Healthcare,AstraZeneca
Mateo N. Bailey,India,100-300,,Data Science,Consulting,BCG
Julie G. Mitchell,Germany,100-300,,Data Science,Healthcare,UnitedHealth Group
William I. Miller,Germany,100-300,,AI/ML,Consulting,KPMG
Gregory U. Sanders,UK,100-300,,Data Science,Other,Retail Corp
Deborah F. Morgan,Canada,100-300,,Core CS,Consulting,EY
Stephanie B. Carter,USA,Top 100,,Data Science,Manufacturing,Boeing
Angela G. Martin,USA,100-300,,AI/ML,Manufacturing,BMW
Hiroshi S. Lee,UK,300+,,Core CS,Tech,Salesforce
Samuel U. Hernandez,UK,100-300,,AI/ML,Finance,General Corp
Ananya U. Myers,Germany,300+,,Cybersecurity,Other,Non-Profit Org
Gregory B. James,Germany,Top 100,,Data Science,Manufacturing,Toyota
Michael Q. Bennett,Canada,300+,,Cloud,Healthcare,Johnson & Johnson
Donna N. Patel,Germany,300+,,Cybersecurity,Healthcare,UnitedHealth Group
Matthew V. Wright,USA,100-300,,AI/ML,Other,Non-Profit Org
Anthony M. Thomas,USA,Top 100,,Data Science,Consulting,Bain & Company
Raymond X. King,Germany,Top 100,,Cybersecurity,Other,Standard Bank
Donna G. Murphy,USA,100-300,,AI/ML,Finance,General Corp
Melissa R. Taylor,USA,300+,,Core CS,Consulting,BCG
Diane P. Gutierrez,USA,300+,,Core CS,Finance,General Corp
Christopher F. Turner,USA,300+,,Cybersecurity,Consulting,KPMG
Greta H. Johnson,India,100-300,,Cloud,Finance,General Corp
Matthew B. Wright,UK,100-300,,Cybersecurity,Manufacturing,Siemens
Ashley L. Ramos,Canada,300+,,Cloud,Manufacturing,Toyota
Charles V. Peterson,India,300+,,Cybersecurity,Manufacturing,Ford
Jonathan N. Foster,Canada,Top 100,,Cloud,Manufacturing,Samsung
Scott S. Carter,India,100-300,,Core CS,Other,Retail Corp
Frank S. Price,India,300+,,AI/ML,Tech,Apple
Nancy M. Castillo,Canada,100-300,,AI/ML,Healthcare,AstraZeneca
Charles W. Campbell,UK,300+,,AI/ML,Manufacturing,BMW
Laura V. Edwards,Germany,Top 100,,Core CS,Manufacturing,Lockheed Martin
Amanda K. Cruz,India,300+,,Cybersecurity,Tech,Google
Dorothy J. Long,UK,100-300,,Cybersecurity,Healthcare,Sanofi
Amy V. Cook,Germany,300+,,Cybersecurity,Consulting,McKinsey & Company
Deborah N. Peterson,Canada,100-300,,AI/ML,Healthcare,Mayo Clinic
Margaret K. Morgan,India,300+,,Cloud,Finance,General Corp
Ashley Q. Diaz,Germany,300+,,Core CS,Consulting,Deloitte
Arjun R. Ramirez,UK,100-300,,AI/ML,Consulting,McKinsey & Company
Timothy Q. Cox,Germany,300+,,Cloud,Finance,General Corp
Sarah E. Long,Canada,Top 100,,Core CS,Manufacturing,Honda
Deborah H. Reed,Germany,300+,,AI/ML,Healthcare,AstraZeneca
Jennifer X. Miller,USA,300+,,Data Science,Finance,General Corp
Susan F. Parker,India,300+,,Data Science,Healthcare,Roche
Linda D. Hughes,UK,100-300,,Data Science,Other,Local Startup
Larry C. Cook,UK,300+,,Core CS,Consulting,Bain & Company
Kevin V. Thomas,India,Top 100,,Data Science,Consulting,Accenture
Jessica Q. Moore,India,100-300,,Cybersecurity,Manufacturing,Caterpillar
Edward F. Collins,USA,300+,,Data Science,Other,Government Agency
Emma G. Nelson,USA,300+,,Core CS,Manufacturing,Siemens
Jennifer V. Peterson,UK,300+,,Data Science,Finance,General Corp
Richard X. Clark,Germany,Top 100,,Data Science,Healthcare,Johnson & Johnson
Jerry L. Adams,India,Top 100,,AI/ML,Other,Government Agency
Raymond B. Reed,USA,300+,,Cloud,Manufacturing,Toyota
Angela X. Watson,USA,300+,,Cloud,Healthcare,Novartis
Brandon J. Scott,USA,100-300,,Cybersecurity,Tech,Amazon
Joseph Q. Evans,Germany,300+,,Cloud,Finance,General Corp
Catherine I. Turner,UK,Top 100,,Cloud,Other,Standard Bank
Shirley U. Hernandez,UK,100-300,,Cloud,Healthcare,Pfizer
Amanda R. Mitchell,USA,300+,,Data Science,Manufacturing,General Electric
Richard O. Phillips,Germany,Top 100,,Cloud,Manufacturing,Samsung
Raymond D. Cook,Germany,300+,,Data Science,Other,Global Logistics
Diane O. Morris,UK,100-300,,Data Science,Healthcare,AstraZeneca
Sarah O. Kim,India,100-300,,Cloud,Consulting,KPMG
Melissa X. Wood,USA,100-300,,Data Science,Tech,NVIDIA
Michael M. Flores,Germany,300+,,Cloud,Finance,General Corp
Greta C. Mendoza,India,Top 100,,AI/ML,Healthcare,UnitedHealth Group
Jerry F. Taylor,Canada,300+,,AI/ML,Manufacturing,Honda
Cynthia H. Jimenez,USA,Top 100,,Cloud,Finance,General Corp
Hiroshi E. Price,Canada,Top 100,,Cybersecurity,Healthcare,Medtronic
Robert N. Robinson,UK,Top 100,,Data Science,Manufacturing,Ford
Samuel L. Kim,UK,100-300,,Cloud,Other,Standard Bank
Timothy N. Brown,UK,100-300,,Data Science,Tech,Google
Frank W. Carter,Germany,100-300,,Cloud,Other,Retail Corp
Nancy R. Ramos,Germany,100-300,,Cybersecurity,Healthcare,AstraZeneca
Hiroshi U. Jones,India,100-300,,Data Science,Healthcare,Medtronic
Christopher M. Morgan,Canada,100-300,,Core CS,Finance,General Corp
Richard N. Ruiz,UK,Top 100,,AI/ML,Finance,General Corp
Shirley V. Alvarez,UK,300+,,Core CS,Manufacturing,Boeing
Anthony C. Johnson,Germany,300+,,Cloud,Consulting,Oliver Wyman
Carol L. Evans,Germany,Top 100,,Cybersecurity,Tech,IBM
Michelle H. Nelson,Germany,100-300,,Cybersecurity,Manufacturing,Lockheed Martin
Charles A. Diaz,USA,300+,,Cloud,Other,Local Startup
Diane A. Sanders,Canada,300+,,Data Science,Other,Educational Institution
Michelle I. Davis,Canada,300+,,Cybersecurity,Manufacturing,Samsung
Greta D. Gonzalez,USA,300+,,AI/ML,Finance,General Corp
Dorothy N. Moore,UK,100-300,,Core CS,Manufacturing,Siemens
Hans Q. Watson,India,100-300,,AI/ML,Other,Retail Corp
Sofia U. King,India,100-300,,Cybersecurity,Tech,Intel
Amy P. Ross,UK,100-300,,Data Science,Healthcare,UnitedHealth Group
Christopher L. Adams,India,100-300,,Core CS,Consulting,Deloitte
Arjun G. Morris,Germany,300+,,Cybersecurity,Consulting,Oliver Wyman
Daniel U. Taylor,Canada,300+,,Cybersecurity,Healthcare,Johnson & Johnson
Amanda L. Wilson,Germany,300+,,Cloud,Finance,General Corp
Brandon R. Garcia,India,100-300,,AI/ML,Other,Educational Institution
Pamela P. Mitchell,India,300+,,Core CS,Manufacturing,Boeing
Emma D. Reed,Canada,300+,,Data Science,Consulting,Deloitte
Gary V. Reed,Germany,300+,,Cloud,Finance,General Corp
Jessica P. Edwards,Canada,300+,,Data Science,Manufacturing,Caterpillar
Alice F. Parker,India,100-300,,AI/ML,Consulting,EY
Eric O. Sanchez,Canada,100-300,,AI/ML,Consulting,Deloitte
Dorothy V. Cruz,Canada,100-300,,Core CS,Healthcare,Novartis
Cynthia E. Cook,India,100-300,,Core CS,Finance,General Corp
Kevin L. Howard,Canada,300+,,Data Science,Tech,Meta
Joseph H. Price,Germany,100-300,,Core CS,Consulting,EY
Mark Z. Roberts,India,100-300,,Core CS,Manufacturing,BMW
Laura F. Lopez,Canada,300+,,Cloud,Finance,General Corp
Cynthia N. Moore,UK,300+,,AI/ML,Other,Non-Profit Org
Scott Z. Taylor,Germany,300+,,Cybersecurity,Other,Retail Corp
Jacob O. Bennett,Germany,300+,,Data Science,Other,Retail Corp
Charles J. Morgan,Germany,300+,,Data Science,Consulting,EY
Patricia P. Reyes,USA,300+,,Core CS,Other,Government Agency
Carl Y. Roberts,India,300+,,Cloud,Other,Local Startup
Yuki Y. Green,USA,300+,,Cybersecurity,Tech,Meta
Nicholas W. Rodriguez,Canada,300+,,Cloud,Tech,Adobe
Gregory Q. Moore,India,100-300,,Data Science,Consulting,Deloitte
Barbara O. Adams,Germany,300+,,Core CS,Healthcare,Medtronic
Anthony Q. Castillo,Germany,300+,,AI/ML,Other,Government Agency
Kevin X. Evans,Germany,100-300,,Cloud,Consulting,McKinsey & Company
Brandon A. Wilson,Germany,300+,,Cybersecurity,Consulting,Deloitte
Linda E. Brooks,Canada,100-300,,Data Science,Other,Educational Institution
Jack G. Hill,UK,100-300,,Cloud,Manufacturing,General Electric
Ronald I. Flores,India,300+,,Cybersecurity,Manufacturing,Honda
Brian C. Bennett,UK,Top 100,,Data Science,Healthcare,Roche
James Y. Allen,India,Top 100,,Cybersecurity,Manufacturing,Siemens
Daniel P. Brown,Germany,300+,,Cloud,Consulting,Oliver Wyman
Mary M. Walker,USA,100-300,,Core CS,Healthcare,Merck
David N. Gray,Canada,Top 100,,Cloud,Manufacturing,General Electric
Angela C. Turner,India,100-300,,Core CS,Manufacturing,Ford
Frank A. Gomez,Germany,300+,,Cloud,Consulting,Capgemini
Robert I. Morales,USA,100-300,,Cybersecurity,Healthcare,Mayo Clinic
Amy X. Watson,Germany,100-300,,Cybersecurity,Manufacturing,BMW
Hans H. Thompson,Canada,Top 100,,Cloud,Finance,General Corp
Karen Q. Adams,USA,100-300,,Data Science,Consulting,EY
Helen U. Young,India,300+,,Core CS,Finance,General Corp
Jennifer E. Ramirez,India,300+,,AI/ML,Tech,Oracle
Donna U. Rivera,India,300+,,Data Science,Manufacturing,Caterpillar
Mateo V. Brown,India,300+,,Cybersecurity,Finance,General Corp
Daniel S. Peterson,USA,300+,,Cybersecurity,Tech,Adobe
Jessica P. Nelson,Canada,Top 100,,Core CS,Consulting,Bain & Company
Michelle Q. Sanchez,USA,Top 100,,AI/ML,Finance,General Corp
Ryan W. Ross,India,100-300,,AI/ML,Healthcare,Merck
Edward Q. Alvarez,Canada,100-300,,Core CS,Consulting,Deloitte
David H. Ramirez,UK,300+,,AI/ML,Consulting,Accenture
Margaret O. Clark,UK,100-300,,Cloud,Other,Government Agency
Gary W. Jones,USA,300+,,Cybersecurity,Healthcare,AstraZeneca
Scott A. Alvarez,India,300+,,AI/ML,Other,Global Logistics
Timothy C. Sanchez,UK,300+,,Cloud,Consulting,Capgemini
Cynthia U. Bailey,UK,100-300,,Cloud,Other,Non-Profit Org
Jessica J. Smith,Germany,300+,,Cybersecurity,Tech,NVIDIA
Brandon F. Wood,Germany,100-300,,Core CS,Manufacturing,General Electric
Barbara E. James,Canada,Top 100,,AI/ML,Consulting,Accenture
Kathleen J. Ramos,Canada,Top 100,,Cloud,Finance,General Corp
Nicholas G. Young,India,Top 100,,Cloud,Consulting,Deloitte
Sandra U. Kelly,UK,100-300,,Data Science,Healthcare,Medtronic
William E. Brown,USA,300+,,Data Science,Finance,General Corp
Joseph D. Wilson,USA,300+,,Cloud,Healthcare,Merck
Catherine N. Clark,Germany,100-300,,Core CS,Consulting,Capgemini
